"addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_num","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","juris_desc","ky_cd","lat_lon_latitude","lat_lon_longitude","latitude","law_cat_cd","loc_of_occur_desc","longitude","ofns_desc","pd_cd","pd_desc","prem_typ_desc","rpt_dt","x_coord_cd","y_coord_cd"
28,"MANHATTAN","2016-12-18T00:00:00","17:35:00",589667703,NULL,NULL,"COMPLETED",NULL,"N.Y. TRANSIT POLICE",121,40.807780622,-73.945484727,40.807780622,"FELONY",NULL,-73.945484727,"CRIMINAL MISCHIEF & RELATED OF",273.0,"TAMPERING 1\,CRIMINAL","TRANSIT - NYC SUBWAY","2018-03-16T00:00:00",999342.0,233575.0
28,"MANHATTAN","2016-12-01T00:00:00","20:53:00",913879880,NULL,NULL,"COMPLETED",NULL,"N.Y. TRANSIT POLICE",121,40.807780622,-73.945484727,40.807780622,"FELONY",NULL,-73.945484727,"CRIMINAL MISCHIEF & RELATED OF",273.0,"TAMPERING 1\,CRIMINAL","TRANSIT - NYC SUBWAY","2018-03-16T00:00:00",999342.0,233575.0
33,"MANHATTAN","2016-03-15T00:00:00","14:00:00",915787960,"2018-03-15T00:00:00","14:15:00","COMPLETED",NULL,"N.Y. POLICE DEPT",578,40.84770738,-73.938779711,40.84770738,"VIOLATION","FRONT OF",-73.938779711,"HARRASSMENT 2",638.0,"HARASSMENT\,SUBD 3\,4\,5","RESIDENCE - APT. HOUSE","2018-03-16T00:00:00",1001188.0,248123.0
19,"MANHATTAN","2016-08-15T00:00:00","13:00:00",358351963,"2016-10-15T00:00:00","15:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.781224949,-73.957570326,40.781224949,"FELONY","INSIDE",-73.957570326,"GRAND LARCENY",402.0,"LARCENY\,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","RESIDENCE - APT. HOUSE","2018-03-13T00:00:00",996001.0,223898.0
34,"MANHATTAN","2016-12-23T00:00:00","09:00:00",796509162,"2018-02-20T00:00:00","10:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.868151998,-73.923832188,40.868151998,"FELONY","INSIDE",-73.923832188,"GRAND LARCENY",420.0,"LARCENY\,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","RESIDENCE - APT. HOUSE","2018-03-11T00:00:00",1005317.0,255575.0
14,"MANHATTAN","2016-11-01T00:00:00","09:00:00",244995083,"2018-03-09T00:00:00","20:55:00","COMPLETED",NULL,"N.Y. POLICE DEPT",112,40.753464076,-73.994399743,40.753464076,"FELONY","INSIDE",-73.994399743,"THEFT-FRAUD",772.0,"COMPUTER TAMPER/TRESSPASS","COMMERCIAL BUILDING","2018-03-09T00:00:00",985802.0,213781.0
26,"MANHATTAN","2016-07-02T00:00:00","19:00:00",980866933,"2016-09-30T00:00:00","12:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.812950638,-73.955881094,40.812950638,"FELONY","INSIDE",-73.955881094,"GRAND LARCENY",412.0,"LARCENY\,GRAND FROM RESIDENCE\, UNATTENDED","RESIDENCE - APT. HOUSE","2018-03-07T00:00:00",996463.0,235457.0
5,"MANHATTAN","2016-09-02T00:00:00","00:00:00",767287359,"2016-09-12T00:00:00","00:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",125,40.716344152,-74.001253193,40.716344152,"FELONY","INSIDE",-74.001253193,"NYS LAWS-UNCLASSIFIED FELONY",847.0,"NY STATE LAWS\,UNCLASSIFIED FEL","PUBLIC BUILDING","2018-03-06T00:00:00",983903.0,200257.0
33,"MANHATTAN","2016-01-01T00:00:00","00:01:00",872986408,"2017-12-31T00:00:00","23:59:00","ATTEMPTED",NULL,"N.Y. HOUSING POLICE",233,40.839908201,-73.936083587,40.839908201,"MISDEMEANOR","INSIDE",-73.936083587,"SEX CRIMES",170.0,"SEXUAL MISCONDUCT\,INTERCOURSE","RESIDENCE - PUBLIC HOUSING","2018-03-05T00:00:00",1001936.0,245282.0
1,"MANHATTAN","2016-12-01T00:00:00","10:00:00",388970644,"2017-12-22T00:00:00","10:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.711334838,-74.005473365,40.711334838,"FELONY","INSIDE",-74.005473365,"GRAND LARCENY",443.0,"LARCENY\,GRAND OF BICYCLE","RESIDENCE - APT. HOUSE","2018-03-04T00:00:00",982733.0,198432.0
7,"MANHATTAN","2016-10-17T00:00:00","02:00:00",738938362,"2018-03-04T00:00:00","16:00:00","COMPLETED","BARUCH","N.Y. HOUSING POLICE",340,40.716514555,-73.975893551,40.716514555,"MISDEMEANOR","INSIDE",-73.975893551,"FRAUDS",718.0,"FRAUD\,UNCLASSIFIED-MISDEMEANOR","RESIDENCE - PUBLIC HOUSING","2018-03-04T00:00:00",990933.0,200320.0
20,"MANHATTAN","2016-04-04T00:00:00","09:00:00",877138773,"2018-01-29T00:00:00","10:55:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.770861863,-73.982838131,40.770861863,"FELONY","INSIDE",-73.982838131,"GRAND LARCENY",426.0,"LARCENY\,GRAND BY BANK ACCT COMPROMISE-TELLER","RESIDENCE - APT. HOUSE","2018-03-02T00:00:00",989004.0,220120.0
26,"MANHATTAN","2016-05-01T00:00:00","00:00:00",250747475,"2016-05-31T00:00:00","00:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",104,40.814850289,-73.956681848,40.814850289,"FELONY",NULL,-73.956681848,"RAPE",157.0,"RAPE 1","RESIDENCE - APT. HOUSE","2018-03-01T00:00:00",996241.0,236149.0
33,"MANHATTAN","2016-02-28T00:00:00","07:09:00",856704542,"2018-02-28T00:00:00","07:09:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.837559515,-73.937516953,40.837559515,"FELONY","INSIDE",-73.937516953,"GRAND LARCENY",403.0,"LARCENY\,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","MAILBOX INSIDE","2018-02-28T00:00:00",1001540.0,244426.0
20,"MANHATTAN","2016-01-01T00:00:00","12:00:00",911003056,"2018-02-16T00:00:00","12:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.778016975,-73.980211324,40.778016975,"FELONY","INSIDE",-73.980211324,"GRAND LARCENY",407.0,"LARCENY\,GRAND BY DISHONEST EMP","OTHER","2018-02-28T00:00:00",989731.0,222727.0
19,"MANHATTAN","2016-12-07T00:00:00","10:00:00",596043513,"2018-01-18T00:00:00","18:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.763151029,-73.966472956,40.763151029,"FELONY","INSIDE",-73.966472956,"GRAND LARCENY",407.0,"LARCENY\,GRAND BY DISHONEST EMP","DOCTOR/DENTIST OFFICE","2018-02-23T00:00:00",993538.0,217312.0
13,"MANHATTAN","2016-11-16T00:00:00","09:00:00",342851500,"2018-02-01T00:00:00","23:59:00","COMPLETED",NULL,"N.Y. POLICE DEPT",112,40.736833222,-73.988750312,40.736833222,"FELONY","INSIDE",-73.988750312,"THEFT-FRAUD",739.0,"FRAUD\,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","2018-02-21T00:00:00",987368.0,207722.0
34,"MANHATTAN","2016-10-26T00:00:00","08:00:00",478269317,"2018-01-05T00:00:00","17:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.855758481,-73.930638777,40.855758481,"FELONY","INSIDE",-73.930638777,"GRAND LARCENY",422.0,"LARCENY\,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE - APT. HOUSE","2018-02-21T00:00:00",1003438.0,251058.0
24,"MANHATTAN","2016-10-16T00:00:00","00:01:00",623814286,"2017-06-14T00:00:00","12:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.793075401,-73.971087823,40.793075401,"FELONY","INSIDE",-73.971087823,"GRAND LARCENY",422.0,"LARCENY\,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE - APT. HOUSE","2018-02-21T00:00:00",992256.0,228214.0
23,"MANHATTAN","2016-08-01T00:00:00","12:00:00",733645152,"2018-02-18T00:00:00","17:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",578,40.786123314,-73.942613564,40.786123314,"VIOLATION",NULL,-73.942613564,"HARRASSMENT 2",638.0,"HARASSMENT\,SUBD 3\,4\,5","RESIDENCE - APT. HOUSE","2018-02-21T00:00:00",1000142.0,225685.0
24,"MANHATTAN","2016-06-09T00:00:00","08:00:00",271275883,"2017-06-30T00:00:00","08:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",340,40.803221643,-73.967272709,40.803221643,"MISDEMEANOR","INSIDE",-73.967272709,"FRAUDS",718.0,"FRAUD\,UNCLASSIFIED-MISDEMEANOR","CHAIN STORE","2018-02-21T00:00:00",993311.0,231911.0
34,"MANHATTAN","2016-01-01T00:00:00","08:00:00",178447094,"2017-03-18T00:00:00","17:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.856492363,-73.93726058,40.856492363,"FELONY","INSIDE",-73.93726058,"GRAND LARCENY",420.0,"LARCENY\,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","RESIDENCE - APT. HOUSE","2018-02-21T00:00:00",1001606.0,251324.0
23,"MANHATTAN","2016-07-26T00:00:00","11:22:00",501279711,NULL,NULL,"COMPLETED",NULL,"N.Y. TRANSIT POLICE",121,40.79481676,-73.944408254,40.79481676,"FELONY",NULL,-73.944408254,"CRIMINAL MISCHIEF & RELATED OF",273.0,"TAMPERING 1\,CRIMINAL","TRANSIT - NYC SUBWAY","2018-02-20T00:00:00",999643.0,228852.0
6,"MANHATTAN","2016-09-20T00:00:00","09:00:00",151157641,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",344,40.727570158,-73.996126514,40.727570158,"MISDEMEANOR","INSIDE",-73.996126514,"ASSAULT 3 & RELATED OFFENSES",101.0,"ASSAULT 3","RESIDENCE - APT. HOUSE","2018-02-16T00:00:00",985324.0,204347.0
7,"MANHATTAN","2016-02-14T00:00:00","10:00:00",676532146,"2016-02-15T00:00:00","12:00:00","COMPLETED",NULL,"N.Y. TRANSIT POLICE",344,40.714142367,-73.989338511,40.714142367,"MISDEMEANOR",NULL,-73.989338511,"ASSAULT 3 & RELATED OFFENSES",101.0,"ASSAULT 3","TRANSIT - NYC SUBWAY","2018-02-16T00:00:00",987206.0,199455.0
32,"MANHATTAN","2016-01-01T00:00:00","00:00:00",713483285,"2018-02-15T00:00:00","19:30:00","COMPLETED",NULL,"N.Y. POLICE DEPT",112,40.820369696,-73.938132846,40.820369696,"FELONY","INSIDE",-73.938132846,"THEFT-FRAUD",739.0,"FRAUD\,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","2018-02-16T00:00:00",1001374.0,238163.0
26,"MANHATTAN","2016-04-19T00:00:00","06:25:00",306823376,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",112,40.812632015,-73.963016104,40.812632015,"FELONY",NULL,-73.963016104,"THEFT-FRAUD",739.0,"FRAUD\,UNCLASSIFIED-FELONY","STREET","2018-02-13T00:00:00",994488.0,235340.0
5,"MANHATTAN","2016-10-29T00:00:00","00:00:00",928212188,"2016-11-09T00:00:00","00:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",125,40.716344152,-74.001253193,40.716344152,"FELONY","INSIDE",-74.001253193,"NYS LAWS-UNCLASSIFIED FELONY",847.0,"NY STATE LAWS\,UNCLASSIFIED FEL","PUBLIC BUILDING","2018-02-12T00:00:00",983903.0,200257.0
1,"MANHATTAN","2016-09-01T00:00:00","12:00:00",265434362,"2018-02-12T00:00:00","14:20:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.706978808,-74.007121329,40.706978808,"MISDEMEANOR","INSIDE",-74.007121329,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2018-02-12T00:00:00",982276.0,196845.0
24,"MANHATTAN","2016-01-01T00:00:00","10:00:00",908438691,"2018-02-11T00:00:00","16:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",578,40.79605784,-73.967052307,40.79605784,"VIOLATION","INSIDE",-73.967052307,"HARRASSMENT 2",638.0,"HARASSMENT\,SUBD 3\,4\,5","RESIDENCE - APT. HOUSE","2018-02-11T00:00:00",993373.0,229301.0
34,"MANHATTAN","2016-02-16T00:00:00","12:30:00",792217800,"2016-02-23T00:00:00","23:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",341,40.861266748,-73.925669364,40.861266748,"MISDEMEANOR",NULL,-73.925669364,"PETIT LARCENY",347.0,"PETIT LARCENY-CHECK FROM MAILB","MAILBOX OUTSIDE","2018-02-10T00:00:00",1004811.0,253066.0
13,"MANHATTAN","2016-07-01T00:00:00","09:02:00",202864689,"2018-02-09T00:00:00","08:45:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.737989018,-73.973540251,40.737989018,"MISDEMEANOR","INSIDE",-73.973540251,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2018-02-09T00:00:00",991583.0,208144.0
30,"MANHATTAN","2016-05-01T00:00:00","08:00:00",171925789,"2017-12-01T00:00:00","14:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",112,40.821380135,-73.957103936,40.821380135,"FELONY","INSIDE",-73.957103936,"THEFT-FRAUD",739.0,"FRAUD\,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","2018-02-09T00:00:00",996123.0,238528.0
5,"MANHATTAN","2016-06-06T00:00:00","15:00:00",318976953,"2018-02-06T00:00:00","07:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.716344152,-74.001253193,40.716344152,"FELONY","INSIDE",-74.001253193,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","RESIDENCE-HOUSE","2018-02-06T00:00:00",983903.0,200257.0
9,"MANHATTAN","2016-04-22T00:00:00","00:00:00",160878475,"2016-04-22T00:00:00","02:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",104,40.726554019,-73.987828427,40.726554019,"FELONY","INSIDE",-73.987828427,"RAPE",157.0,"RAPE 1","RESIDENCE - APT. HOUSE","2018-02-06T00:00:00",987624.0,203977.0
33,"MANHATTAN","2016-12-01T00:00:00","09:00:00",958556764,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",341,40.833450977,-73.943407506,40.833450977,"MISDEMEANOR","INSIDE",-73.943407506,"PETIT LARCENY",338.0,"LARCENY\,PETIT FROM BUILDING\,UN","RESIDENCE - APT. HOUSE","2018-02-05T00:00:00",999911.0,242928.0
19,"MANHATTAN","2016-11-20T00:00:00","18:00:00",311229102,"2016-12-28T00:00:00","18:00:00","COMPLETED",NULL,"N.Y. HOUSING POLICE",109,40.780739178,-73.944730538,40.780739178,"FELONY","INSIDE",-73.944730538,"GRAND LARCENY",438.0,"LARCENY\,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","RESIDENCE - PUBLIC HOUSING","2018-02-02T00:00:00",999557.0,223723.0
24,"MANHATTAN","2016-09-15T00:00:00","10:00:00",928266246,"2018-02-01T00:00:00","11:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",578,40.793464597,-73.968949638,40.793464597,"VIOLATION","INSIDE",-73.968949638,"HARRASSMENT 2",638.0,"HARASSMENT\,SUBD 3\,4\,5","RESIDENCE - APT. HOUSE","2018-02-01T00:00:00",992848.0,228356.0
1,"MANHATTAN","2016-03-02T00:00:00","17:32:00",150415238,"2016-03-02T00:00:00","17:48:00","COMPLETED",NULL,"N.Y. TRANSIT POLICE",341,40.709564416,-74.006436281,40.709564416,"MISDEMEANOR",NULL,-74.006436281,"PETIT LARCENY",339.0,"LARCENY\,PETIT FROM OPEN AREAS\,","TRANSIT - NYC SUBWAY","2018-02-01T00:00:00",982466.0,197787.0
34,"MANHATTAN","2016-08-19T00:00:00","22:00:00",588484479,"2018-01-31T00:00:00","22:26:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.850948187,-73.928070171,40.850948187,"MISDEMEANOR","INSIDE",-73.928070171,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2018-01-31T00:00:00",1004150.0,249306.0
18,"MANHATTAN","2016-02-29T00:00:00","15:39:00",847129382,"2018-01-31T00:00:00","12:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.767794199,-73.991387694,40.767794199,"MISDEMEANOR","INSIDE",-73.991387694,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","GYM/FITNESS FACILITY","2018-01-31T00:00:00",986636.0,219002.0
18,"MANHATTAN","2016-12-05T00:00:00","16:30:00",278114175,"2018-01-25T00:00:00","16:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.757346324,-73.980181368,40.757346324,"MISDEMEANOR","INSIDE",-73.980181368,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","COMMERCIAL BUILDING","2018-01-30T00:00:00",989741.0,215196.0
6,"MANHATTAN","2016-05-01T00:00:00","19:36:00",733669574,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",112,40.731673428,-73.993109848,40.731673428,"FELONY","INSIDE",-73.993109848,"THEFT-FRAUD",739.0,"FRAUD\,UNCLASSIFIED-FELONY","RESIDENCE-HOUSE","2018-01-30T00:00:00",986160.0,205842.0
18,"MANHATTAN","2016-02-01T00:00:00","08:00:00",980378611,"2018-01-29T00:00:00","18:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.760220074,-73.980198562,40.760220074,"MISDEMEANOR","INSIDE",-73.980198562,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","COMMERCIAL BUILDING","2018-01-30T00:00:00",989736.0,216243.0
13,"MANHATTAN","2016-08-01T00:00:00","09:00:00",236960258,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",341,40.73948342,-73.979735608,40.73948342,"MISDEMEANOR","INSIDE",-73.979735608,"PETIT LARCENY",349.0,"LARCENY\,PETIT OF LICENSE PLATE","RESIDENCE - APT. HOUSE","2018-01-29T00:00:00",989866.0,208688.0
19,"MANHATTAN","2016-06-16T00:00:00","13:00:00",334521096,"2018-01-20T00:00:00","16:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",578,40.774060247,-73.962799233,40.774060247,"VIOLATION","INSIDE",-73.962799233,"HARRASSMENT 2",638.0,"HARASSMENT\,SUBD 3\,4\,5","HOTEL/MOTEL","2018-01-29T00:00:00",994554.0,221287.0
26,"MANHATTAN","2016-06-01T00:00:00","00:05:00",354117389,"2018-02-01T00:00:00","09:00:00","COMPLETED",NULL,"N.Y. HOUSING POLICE",104,40.814850289,-73.956681848,40.814850289,"FELONY","INSIDE",-73.956681848,"RAPE",157.0,"RAPE 1","RESIDENCE - PUBLIC HOUSING","2018-01-29T00:00:00",996241.0,236149.0
28,"MANHATTAN","2016-01-28T00:00:00","10:00:00",254166325,"2018-01-28T00:00:00","11:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",365,40.801911169,-73.955393569,40.801911169,"MISDEMEANOR","FRONT OF",-73.955393569,"ADMINISTRATIVE CODE",878.0,"ADM.CODE\,UNCLASSIFIED MISDEMEA","RESIDENCE - APT. HOUSE","2018-01-29T00:00:00",9.966e5,231435.0
18,"MANHATTAN","2016-11-18T00:00:00","15:00:00",254850113,"2016-11-29T00:00:00","12:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.757346324,-73.980181368,40.757346324,"FELONY","INSIDE",-73.980181368,"GRAND LARCENY",403.0,"LARCENY\,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","JEWELRY","2018-01-28T00:00:00",989741.0,215196.0
25,"MANHATTAN","2016-09-01T00:00:00","01:00:00",220387491,"2017-08-01T00:00:00","01:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.808497274,-73.935398508,40.808497274,"FELONY","INSIDE",-73.935398508,"GRAND LARCENY",434.0,"LARCENY\,GRAND BY OPEN BANK ACCT","RESIDENCE - APT. HOUSE","2018-01-28T00:00:00",1002134.0,233838.0
19,"MANHATTAN","2016-01-28T00:00:00","12:58:00",726809803,"2018-01-28T00:00:00","13:12:00","COMPLETED",NULL,"N.Y. POLICE DEPT",578,40.774163675,-73.952910098,40.774163675,"VIOLATION","INSIDE",-73.952910098,"HARRASSMENT 2",638.0,"HARASSMENT\,SUBD 3\,4\,5","RESIDENCE - APT. HOUSE","2018-01-28T00:00:00",997293.0,221326.0
33,"MANHATTAN","2016-05-05T00:00:00","17:00:00",799813266,"2018-01-26T00:00:00","19:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",578,40.839692381,-73.943264864,40.839692381,"VIOLATION","INSIDE",-73.943264864,"HARRASSMENT 2",638.0,"HARASSMENT\,SUBD 3\,4\,5","RESIDENCE - APT. HOUSE","2018-01-27T00:00:00",999949.0,245202.0
18,"MANHATTAN","2016-01-01T00:00:00","12:00:00",807539955,"2018-01-24T00:00:00","17:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.764774473,-73.986157253,40.764774473,"MISDEMEANOR","INSIDE",-73.986157253,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2018-01-24T00:00:00",988085.0,217902.0
25,"MANHATTAN","2016-11-20T00:00:00","12:00:00",237085551,"2016-11-26T00:00:00","23:59:00","COMPLETED","LINCOLN","N.Y. HOUSING POLICE",344,40.811130194,-73.936714506,40.811130194,"MISDEMEANOR","INSIDE",-73.936714506,"ASSAULT 3 & RELATED OFFENSES",101.0,"ASSAULT 3","RESIDENCE - PUBLIC HOUSING","2018-01-23T00:00:00",1001769.0,234797.0
10,"MANHATTAN","2016-10-30T00:00:00","21:00:00",598248457,"2016-10-30T00:00:00","21:30:00","COMPLETED",NULL,"N.Y. POLICE DEPT",109,40.76140476,-73.999676569,40.76140476,"FELONY","INSIDE",-73.999676569,"GRAND LARCENY",418.0,"LARCENY\,GRAND BY ACQUIRING LOST CREDIT CARD","RESIDENCE - APT. HOUSE","2018-01-23T00:00:00",984340.0,216674.0
24,"MANHATTAN","2016-05-05T00:00:00","14:25:00",245982587,"2017-01-11T00:00:00","08:00:00","COMPLETED",NULL,"N.Y. POLICE DEPT",112,40.800656132,-73.970257405,40.800656132,"FELONY","INSIDE",-73.970257405,"THEFT-FRAUD",739.0,"FRAUD\,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","2018-01-21T00:00:00",992485.0,230976.0
30,"MANHATTAN","2016-03-01T00:00:00","14:00:00",607729109,"2018-01-21T00:00:00","20:30:00","COMPLETED",NULL,"N.Y. POLICE DEPT",361,40.826732261,-73.950101481,40.826732261,"MISDEMEANOR","INSIDE",-73.950101481,"OFF. AGNST PUB ORD SENSBLTY &",639.0,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2018-01-21T00:00:00",998060.0,240479.0
19,"MANHATTAN","2016-06-15T00:00:00","21:09:00",365753029,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.779163,-73.955834874,40.779163,"FELONY","INSIDE",-73.955834874,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",996482.0,223147.0
19,"MANHATTAN","2016-06-15T00:00:00","19:33:00",943289293,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.779163,-73.955834874,40.779163,"FELONY","INSIDE",-73.955834874,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",996482.0,223147.0
20,"MANHATTAN","2016-06-14T00:00:00","13:28:00",590297235,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.780045767,-73.982915201,40.780045767,"FELONY","INSIDE",-73.982915201,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",988982.0,223466.0
24,"MANHATTAN","2016-06-13T00:00:00","17:54:00",530614803,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.803915987,-73.967023133,40.803915987,"FELONY","INSIDE",-73.967023133,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",993380.0,232164.0
20,"MANHATTAN","2016-06-13T00:00:00","14:17:00",430890653,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.780045767,-73.982915201,40.780045767,"FELONY","INSIDE",-73.982915201,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",988982.0,223466.0
14,"MANHATTAN","2016-06-11T00:00:00","17:19:00",887139804,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.75506923,-73.987671622,40.75506923,"FELONY","INSIDE",-73.987671622,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",987666.0,214366.0
20,"MANHATTAN","2016-06-09T00:00:00","18:48:00",829212836,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.775135338,-73.982291841,40.775135338,"FELONY","INSIDE",-73.982291841,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",989155.0,221677.0
20,"MANHATTAN","2016-06-09T00:00:00","18:38:00",818178323,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.780045767,-73.982915201,40.780045767,"FELONY","INSIDE",-73.982915201,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",988982.0,223466.0
14,"MANHATTAN","2016-06-08T00:00:00","16:05:00",791020551,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.751978863,-73.989913548,40.751978863,"FELONY","INSIDE",-73.989913548,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",987045.0,213240.0
19,"MANHATTAN","2016-06-07T00:00:00","14:33:00",936811784,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.779163,-73.955834874,40.779163,"FELONY","INSIDE",-73.955834874,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",996482.0,223147.0
19,"MANHATTAN","2016-06-06T00:00:00","18:31:00",158213971,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.779163,-73.955834874,40.779163,"FELONY","INSIDE",-73.955834874,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",996482.0,223147.0
14,"MANHATTAN","2016-06-03T00:00:00","17:48:00",226593635,NULL,NULL,"COMPLETED",NULL,"N.Y. POLICE DEPT",113,40.758775044,-73.992385119,40.758775044,"FELONY","INSIDE",-73.992385119,"FORGERY",729.0,"FORGERY\,ETC.\,UNCLASSIFIED-FELO","BANK","2018-01-19T00:00:00",986360.0,215716.0
